opening_hours,TotalHours
"{""open"": true, ""displayedHours"": ""10:00-17:30"", ""sun"": ""10:00-17:30"", ""mon"": ""09:30-17:30"", ""tue"": ""09:30-17:30"", ""wed"": ""09:30-17:30"", ""thu"": ""09:30-17:30"", ""fri"": ""09:30-17:30"", ""sat"": ""10:00-17:30""}",62.5
"{""open"": true, ""displayedHours"": ""09:00-17:30"", ""sun"": ""09:00-17:30"", ""mon"": ""08:00-17:30"", ""tue"": ""08:00-17:30"", ""wed"": ""08:00-17:30"", ""thu"": ""08:00-17:30"", ""fri"": ""08:00-17:30"", ""sat"": ""09:00-17:30""}",73.0
"{""open"": true, ""displayedHours"": ""11:30-20:30"", ""sun"": ""Closed"", ""mon"": ""11:30-20:30"", ""tue"": ""11:30-20:30"", ""wed"": ""11:30-20:30"", ""thu"": ""11:30-20:30"", ""fri"": ""11:30-20:30"", ""sat"": ""11:30-20:30""}",63.0
"{""open"": true, ""displayedHours"": ""00:00-03:00 11:00-23:59"", ""sun"": ""00:00-02:30 11:50-23:59"", ""mon"": ""00:00-02:30 11:30-23:59"", ""tue"": ""00:00-02:30 11:30-23:59"", ""wed"": ""00:00-02:30 11:30-23:59"", ""thu"": ""00:00-02:30 11:30-23:59"", ""fri"": ""00:00-02:30 11:30-23:59"", ""sat"": ""00:00-03:00 11:00-23:59""}",121.53333333333333
"{""open"": true, ""displayedHours"": ""10:00-20:30"", ""sun"": ""10:00-20:30"", ""mon"": ""10:00-20:30"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:30"", ""thu"": ""10:00-20:30"", ""fri"": ""10:00-20:30"", ""sat"": ""10:00-20:30""}",83.5
"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",76.0
"{""open"": true, ""displayedHours"": ""12:00-19:30"", ""sun"": ""12:00-19:30"", ""mon"": ""12:00-20:00"", ""tue"": ""12:00-20:00"", ""wed"": ""12:00-20:00"", ""thu"": ""12:00-20:00"", ""fri"": ""12:00-20:00"", ""sat"": ""12:00-19:30""}",62.5
"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",72.0
"{""open"": true, ""displayedHours"": ""10:30-21:00"", ""sun"": ""10:30-21:00"", ""mon"": ""10:30-21:00"", ""tue"": ""10:30-21:00"", ""wed"": ""10:30-21:00"", ""thu"": ""10:30-21:00"", ""fri"": ""10:30-21:00"", ""sat"": ""10:30-21:00""}",84.0
"{""open"": true, ""displayedHours"": ""10:00-20:50"", ""sun"": ""10:00-20:50"", ""mon"": ""10:00-20:50"", ""tue"": ""10:00-20:50"", ""wed"": ""10:00-20:50"", ""thu"": ""10:00-20:50"", ""fri"": ""10:00-20:50"", ""sat"": ""10:00-20:50""}",86.66666666666666
"{""open"": true, ""displayedHours"": ""11:30-20:30"", ""sun"": ""11:30-20:30"", ""mon"": ""11:30-20:30"", ""tue"": ""11:30-20:30"", ""wed"": ""11:30-20:30"", ""thu"": ""11:30-20:30"", ""fri"": ""11:30-20:30"", ""sat"": ""11:30-20:30""}",72.0
"{""open"": true, ""displayedHours"": ""10:00-23:59"", ""sun"": ""10:00-22:00"", ""mon"": ""10:00-22:00"", ""tue"": ""10:00-22:00"", ""wed"": ""10:00-22:00"", ""thu"": ""10:00-23:59"", ""fri"": ""10:00-23:59"", ""sat"": ""10:00-23:59""}",103.93333333333334
"{""open"": true, ""displayedHours"": ""11:15-20:15"", ""sun"": ""11:15-20:15"", ""mon"": ""11:15-20:15"", ""tue"": ""11:15-20:15"", ""wed"": ""11:15-20:15"", ""thu"": ""11:15-20:15"", ""fri"": ""11:15-20:15"", ""sat"": ""11:15-20:15""}",72.0
"{""open"": true, ""displayedHours"": ""10:00-21:30"", ""sun"": ""10:00-21:30"", ""mon"": ""10:00-21:30"", ""tue"": ""10:00-21:30"", ""wed"": ""10:00-21:30"", ""thu"": ""10:00-21:30"", ""fri"": ""10:00-21:30"", ""sat"": ""10:00-21:30""}",92.0
"{""open"": true, ""displayedHours"": ""11:30-21:45"", ""sun"": ""11:30-21:45"", ""mon"": ""11:30-21:45"", ""tue"": ""11:30-21:45"", ""wed"": ""11:30-21:45"", ""thu"": ""11:30-21:45"", ""fri"": ""11:30-21:45"", ""sat"": ""11:30-21:45""}",82.0
"{""open"": true, ""displayedHours"": ""10:30-21:30"", ""sun"": ""10:30-21:30"", ""mon"": ""10:30-21:30"", ""tue"": ""10:30-21:30"", ""wed"": ""10:30-21:30"", ""thu"": ""10:30-21:30"", ""fri"": ""10:30-21:30"", ""sat"": ""10:30-21:30""}",88.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:00-16:00"", ""tue"": ""10:00-16:00"", ""wed"": ""10:00-16:00"", ""thu"": ""10:00-17:00"", ""fri"": ""10:00-16:00"", ""sat"": ""10:00-14:00""}",35.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:30-14:00 17:30-21:00"", ""tue"": ""11:30-14:00 17:30-21:00"", ""wed"": ""11:30-14:00 17:30-21:00"", ""thu"": ""11:30-14:00 17:30-21:00"", ""fri"": ""11:30-14:00 17:30-21:00"", ""sat"": ""Closed""}",30.0
"{""open"": true, ""displayedHours"": ""12:00-20:00"", ""sun"": ""12:00-20:00"", ""mon"": ""12:00-20:00"", ""tue"": ""12:00-20:00"", ""wed"": ""12:00-20:00"", ""thu"": ""12:00-20:00"", ""fri"": ""12:00-20:00"", ""sat"": ""12:00-20:00""}",64.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""10:30-18:30"", ""tue"": ""10:30-18:30"", ""wed"": ""10:30-18:30"", ""thu"": ""10:30-18:30"", ""fri"": ""10:30-18:30"", ""sat"": ""Closed""}",40.0
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-03:00 06:00-23:59"", ""mon"": ""00:00-03:00 06:00-23:59"", ""tue"": ""00:00-03:00 06:00-23:59"", ""wed"": ""00:00-03:00 06:00-23:59"", ""thu"": ""00:00-03:00 06:00-23:59"", ""fri"": ""00:00-03:00 06:00-23:59"", ""sat"": ""00:00-03:00 06:00-23:59"", ""tempClosed"": true}",146.88333333333333
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""09:00-18:00"", ""tue"": ""09:00-18:00"", ""wed"": ""09:00-18:00"", ""thu"": ""09:00-18:00"", ""fri"": ""09:00-18:00"", ""sat"": ""Closed""}",45.0
"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",76.0
"{""displayedHours"": ""Closed"", ""sun"": ""07:00-13:30"", ""mon"": ""06:30-13:00"", ""tue"": ""06:30-13:00"", ""wed"": ""06:30-13:45"", ""thu"": ""06:00-13:30"", ""fri"": ""06:30-13:30"", ""sat"": ""06:00-13:30""}",48.75
"{""open"": true, ""displayedHours"": ""10:30-21:00"", ""sun"": ""10:30-21:00"", ""mon"": ""10:30-21:00"", ""tue"": ""10:30-21:00"", ""wed"": ""10:30-21:00"", ""thu"": ""10:30-21:00"", ""fri"": ""10:30-21:00"", ""sat"": ""10:30-21:00""}",84.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""09:00-18:30"", ""tue"": ""09:00-18:30"", ""wed"": ""09:00-18:30"", ""thu"": ""09:00-18:30"", ""fri"": ""09:00-18:30"", ""sat"": ""09:00-13:30"", ""tempClosed"": true}",52.0
"{""open"": true, ""displayedHours"": ""10:30-20:45"", ""sun"": ""10:30-20:30"", ""mon"": ""10:30-20:45"", ""tue"": ""10:30-20:45"", ""wed"": ""10:30-20:45"", ""thu"": ""10:30-20:45"", ""fri"": ""10:30-20:45"", ""sat"": ""10:30-20:45""}",81.75
"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",72.0
"{""open"": true, ""displayedHours"": ""10:00-19:30"", ""sun"": ""10:00-19:30"", ""mon"": ""10:00-19:30"", ""tue"": ""10:00-19:30"", ""wed"": ""10:00-19:30"", ""thu"": ""10:00-19:30"", ""fri"": ""10:00-19:30"", ""sat"": ""10:00-19:30""}",76.0
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-00:01"", ""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""Closed"", ""sat"": ""Closed"", ""tempClosed"": true}",0.016666666666666666
"{""open"": true, ""displayedHours"": ""11:00-21:20"", ""sun"": ""11:00-21:20"", ""mon"": ""11:00-21:20"", ""tue"": ""11:00-21:20"", ""wed"": ""11:00-21:20"", ""thu"": ""11:00-21:20"", ""fri"": ""11:00-21:20"", ""sat"": ""11:00-21:20""}",82.66666666666667
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""11:15-16:30"", ""tue"": ""11:15-16:30"", ""wed"": ""11:15-16:30"", ""thu"": ""11:15-16:30"", ""fri"": ""11:15-16:30"", ""sat"": ""Closed"", ""tempClosed"": true}",26.25
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-01:59 09:00-23:59"", ""mon"": ""00:00-02:00 09:00-23:59"", ""tue"": ""00:00-01:30 09:00-23:59"", ""wed"": ""00:00-03:00 09:00-23:59"", ""thu"": ""00:00-01:00 09:00-23:59"", ""fri"": ""00:00-01:40 09:00-23:59"", ""sat"": ""00:00-00:30 10:00-23:59"", ""tempClosed"": true}",115.53333333333333
"{""displayedHours"": ""Closed"", ""sun"": ""10:30-21:30"", ""mon"": ""10:30-21:30"", ""tue"": ""10:30-21:30"", ""wed"": ""10:30-21:30"", ""thu"": ""10:30-21:30"", ""fri"": ""10:30-21:30"", ""sat"": ""10:30-21:30"", ""tempClosed"": true}",77.0
"{""open"": true, ""displayedHours"": ""11:30-20:00"", ""sun"": ""11:15-20:15"", ""mon"": ""11:15-20:15"", ""tue"": ""11:15-20:15"", ""wed"": ""11:15-20:15"", ""thu"": ""11:15-20:15"", ""fri"": ""11:15-20:15"", ""sat"": ""11:15-20:15""}",71.5
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-14:00 17:00-21:30"", ""mon"": ""12:00-14:00 17:00-21:30"", ""tue"": ""12:00-14:00 17:00-21:30"", ""wed"": ""12:00-14:00 17:00-21:30"", ""thu"": ""12:00-14:00 17:00-21:30"", ""fri"": ""12:00-14:00 17:00-21:30"", ""sat"": ""12:00-14:00 17:00-21:30""}",45.5
"{""open"": true, ""displayedHours"": ""07:30-19:30"", ""sun"": ""07:30-19:30"", ""mon"": ""07:30-19:30"", ""tue"": ""07:30-19:30"", ""wed"": ""07:30-19:30"", ""thu"": ""07:30-19:30"", ""fri"": ""07:30-19:30"", ""sat"": ""07:30-19:30""}",96.0
"{""displayedHours"": ""Closed"", ""sun"": ""08:45-14:00"", ""mon"": ""08:45-15:00"", ""tue"": ""08:45-15:00"", ""wed"": ""08:45-15:00"", ""thu"": ""08:45-15:00"", ""fri"": ""08:45-15:00"", ""sat"": ""Closed""}",36.5
"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",76.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-21:45"", ""mon"": ""11:00-21:45"", ""tue"": ""11:00-21:45"", ""wed"": ""11:00-21:45"", ""thu"": ""11:00-21:45"", ""fri"": ""11:00-21:45"", ""sat"": ""11:00-21:45"", ""tempClosed"": true}",75.25
"{""displayedHours"": ""Closed"", ""sun"": ""14:00-20:00"", ""mon"": ""Closed"", ""tue"": ""Closed"", ""wed"": ""Closed"", ""thu"": ""Closed"", ""fri"": ""17:00-20:00"", ""sat"": ""14:00-20:00"", ""tempClosed"": true}",15.0
"{""open"": true, ""displayedHours"": ""11:30-21:00"", ""sun"": ""11:30-21:00"", ""mon"": ""11:30-21:00"", ""tue"": ""11:30-21:00"", ""wed"": ""11:30-21:00"", ""thu"": ""11:30-21:00"", ""fri"": ""11:30-21:00"", ""sat"": ""11:30-21:00""}",76.0
"{""displayedHours"": ""Closed"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59"", ""tempClosed"": true}",167.88333333333333
"{""open"": true, ""displayedHours"": ""12:30-19:30"", ""sun"": ""12:30-19:30"", ""mon"": ""12:30-19:30"", ""tue"": ""12:30-19:30"", ""wed"": ""12:30-19:30"", ""thu"": ""12:30-19:30"", ""fri"": ""12:30-19:30"", ""sat"": ""12:30-19:30""}",56.0
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-22:00"", ""mon"": ""16:00-22:00"", ""tue"": ""16:00-22:00"", ""wed"": ""16:00-22:00"", ""thu"": ""16:00-22:00"", ""fri"": ""16:00-22:00"", ""sat"": ""12:00-22:00"", ""tempClosed"": true}",50.0
"{""open"": true, ""displayedHours"": ""00:00-23:59"", ""sun"": ""00:00-23:59"", ""mon"": ""00:00-23:59"", ""tue"": ""00:00-23:59"", ""wed"": ""00:00-23:59"", ""thu"": ""00:00-23:59"", ""fri"": ""00:00-23:59"", ""sat"": ""00:00-23:59""}",191.86666666666667
"{""open"": true, ""displayedHours"": ""00:00-01:45 11:15-23:59"", ""sun"": ""00:00-01:45 11:15-23:59"", ""mon"": ""00:00-01:45 11:15-23:59"", ""tue"": ""00:00-01:45 11:15-23:59"", ""wed"": ""00:00-01:45 11:15-23:59"", ""thu"": ""00:00-01:45 11:15-23:59"", ""fri"": ""00:00-01:45 11:15-23:59"", ""sat"": ""00:00-01:45 11:15-23:59""}",115.86666666666667
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-14:00 17:00-20:00"", ""mon"": ""12:00-14:00 16:00-20:00"", ""tue"": ""12:00-14:00 17:00-20:00"", ""wed"": ""11:00-14:00 18:00-20:00"", ""thu"": ""11:00-14:00 17:00-20:00"", ""fri"": ""12:00-14:00 17:00-20:00"", ""sat"": ""12:00-14:00 18:00-20:00""}",36.0
"{""open"": true, ""displayedHours"": ""11:15-19:40"", ""sun"": ""11:15-19:40"", ""mon"": ""11:15-19:40"", ""tue"": ""11:15-19:40"", ""wed"": ""11:15-19:40"", ""thu"": ""11:15-19:40"", ""fri"": ""11:15-19:40"", ""sat"": ""11:15-19:40""}",67.33333333333333
"{""open"": true, ""displayedHours"": ""10:00-21:30"", ""sun"": ""10:00-21:30"", ""mon"": ""10:00-21:30"", ""tue"": ""10:00-21:30"", ""wed"": ""10:00-21:30"", ""thu"": ""10:00-21:30"", ""fri"": ""10:00-21:30"", ""sat"": ""10:00-21:30""}",92.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""07:30-18:30"", ""sun"": ""07:30-18:30"", ""mon"": ""07:30-18:30"", ""tue"": ""07:30-18:30"", ""wed"": ""07:30-18:30"", ""thu"": ""07:30-18:30"", ""fri"": ""07:30-18:30"", ""sat"": ""07:30-18:30""}",88.0
"{""open"": true, ""displayedHours"": ""11:30-20:30"", ""sun"": ""11:30-20:30"", ""mon"": ""11:30-20:30"", ""tue"": ""11:30-20:30"", ""wed"": ""11:30-20:30"", ""thu"": ""11:30-20:30"", ""fri"": ""11:30-20:30"", ""sat"": ""11:30-20:30""}",72.0
"{""displayedHours"": ""Closed"", ""sun"": ""12:00-21:30"", ""mon"": ""12:00-21:30"", ""tue"": ""12:00-21:30"", ""wed"": ""12:00-21:30"", ""thu"": ""12:00-21:30"", ""fri"": ""12:00-21:30"", ""sat"": ""12:00-21:30""}",66.5
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""12:00-21:00"", ""tue"": ""12:00-21:00"", ""wed"": ""12:00-21:00"", ""thu"": ""12:00-21:00"", ""fri"": ""12:00-21:00"", ""sat"": ""12:00-21:00"", ""tempClosed"": true}",54.0
"{""open"": true, ""displayedHours"": ""07:15-21:30"", ""sun"": ""07:15-21:30"", ""mon"": ""07:15-21:30"", ""tue"": ""07:15-21:30"", ""wed"": ""07:15-21:30"", ""thu"": ""07:15-21:30"", ""fri"": ""07:15-21:30"", ""sat"": ""07:15-21:30""}",114.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",73.5
"{""open"": true, ""displayedHours"": ""11:00-15:45 16:30-21:30"", ""sun"": ""11:00-15:45 16:30-21:30"", ""mon"": ""11:00-15:45 16:30-21:30"", ""tue"": ""11:00-15:45 16:30-21:30"", ""wed"": ""11:00-15:45 16:30-21:30"", ""thu"": ""11:00-15:45 16:30-21:30"", ""fri"": ""11:00-15:45 16:30-21:30"", ""sat"": ""11:00-15:45 16:30-21:30""}",78.0
"{""open"": true, ""displayedHours"": ""10:00-20:00"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",80.0
"{""open"": true, ""displayedHours"": ""11:00-21:00"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00""}",80.0
"{""open"": true, ""displayedHours"": ""11:00-21:00"", ""sun"": ""11:00-21:00"", ""mon"": ""11:00-21:00"", ""tue"": ""11:00-21:00"", ""wed"": ""11:00-21:00"", ""thu"": ""11:00-21:00"", ""fri"": ""11:00-21:00"", ""sat"": ""11:00-21:00""}",80.0
"{""open"": true, ""displayedHours"": ""08:00-22:00"", ""sun"": ""08:00-22:00"", ""mon"": ""08:00-22:00"", ""tue"": ""08:00-22:00"", ""wed"": ""08:00-22:00"", ""thu"": ""08:00-22:00"", ""fri"": ""08:00-22:00"", ""sat"": ""08:00-22:00""}",112.0
"{""open"": true, ""displayedHours"": ""08:30-19:55"", ""sun"": ""08:30-19:55"", ""mon"": ""08:30-19:55"", ""tue"": ""08:30-19:55"", ""wed"": ""08:30-19:55"", ""thu"": ""08:30-19:55"", ""fri"": ""08:30-19:55"", ""sat"": ""08:30-19:55""}",91.33333333333334
"{""open"": true, ""displayedHours"": ""11:00-20:45"", ""sun"": ""11:00-20:45"", ""mon"": ""11:00-20:45"", ""tue"": ""11:00-20:45"", ""wed"": ""11:00-20:45"", ""thu"": ""11:00-20:45"", ""fri"": ""11:00-20:45"", ""sat"": ""11:00-20:45""}",78.0
"{""displayedHours"": ""Closed"", ""sun"": ""17:00-22:00"", ""mon"": ""17:00-22:00"", ""tue"": ""17:00-22:00"", ""wed"": ""17:00-22:00"", ""thu"": ""17:00-22:00"", ""fri"": ""17:00-22:00"", ""sat"": ""17:00-22:00""}",35.0
"{""open"": true, ""displayedHours"": ""10:30-18:00"", ""sun"": ""10:30-18:00"", ""mon"": ""Closed"", ""tue"": ""10:30-18:00"", ""wed"": ""10:30-18:00"", ""thu"": ""10:30-18:00"", ""fri"": ""10:30-18:00"", ""sat"": ""10:30-18:00""}",52.5
"{""open"": true, ""displayedHours"": ""11:00-20:00"", ""sun"": ""11:00-20:00"", ""mon"": ""11:00-20:00"", ""tue"": ""11:00-20:00"", ""wed"": ""11:00-20:00"", ""thu"": ""11:00-20:00"", ""fri"": ""11:00-20:00"", ""sat"": ""11:00-20:00""}",72.0
"{""displayedHours"": ""Closed"", ""sun"": ""09:00-20:00"", ""mon"": ""09:10-20:00"", ""tue"": ""09:10-20:00"", ""wed"": ""09:10-20:00"", ""thu"": ""09:10-20:00"", ""fri"": ""09:10-20:00"", ""sat"": ""Closed""}",65.16666666666667
"{""open"": true, ""displayedHours"": ""11:30-15:00 15:00-21:00"", ""sun"": ""11:30-15:00 15:00-21:00"", ""mon"": ""11:30-15:00 15:00-21:00"", ""tue"": ""11:30-15:00 15:00-21:00"", ""wed"": ""11:30-15:00 15:00-21:00"", ""thu"": ""11:30-15:00 15:00-21:00"", ""fri"": ""11:30-15:00 15:00-21:00"", ""sat"": ""11:30-15:00 15:00-21:00""}",76.0
"{""open"": true, ""displayedHours"": ""10:00-21:00"", ""sun"": ""10:00-21:00"", ""mon"": ""10:00-21:00"", ""tue"": ""10:00-21:00"", ""wed"": ""10:00-21:00"", ""thu"": ""10:00-21:00"", ""fri"": ""10:00-21:00"", ""sat"": ""10:00-21:00""}",88.0
"{""open"": true, ""displayedHours"": ""11:25-20:25"", ""sun"": ""11:25-20:25"", ""mon"": ""11:25-20:25"", ""tue"": ""11:25-20:25"", ""wed"": ""11:25-20:25"", ""thu"": ""11:25-20:25"", ""fri"": ""11:25-20:25"", ""sat"": ""11:25-20:25""}",72.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""12:00-20:30"", ""tue"": ""12:00-20:30"", ""wed"": ""12:00-20:30"", ""thu"": ""12:00-20:30"", ""fri"": ""12:00-20:30"", ""sat"": ""11:00-20:30""}",71.0
"{""open"": true, ""displayedHours"": ""10:30-19:00"", ""sun"": ""11:00-21:30"", ""mon"": ""10:30-21:30"", ""tue"": ""10:30-21:30"", ""wed"": ""10:30-21:30"", ""thu"": ""10:30-21:30"", ""fri"": ""10:30-21:30"", ""sat"": ""10:30-19:00""}",82.5
"{""open"": true, ""displayedHours"": ""10:00-18:00"", ""sun"": ""10:00-18:00"", ""mon"": ""10:00-18:00"", ""tue"": ""10:00-18:00"", ""wed"": ""10:00-18:00"", ""thu"": ""10:00-18:00"", ""fri"": ""10:00-18:00"", ""sat"": ""10:00-18:00""}",64.0
"{""displayedHours"": ""Closed"", ""sun"": ""11:30-14:00 17:30-20:00"", ""mon"": ""11:30-14:00 17:30-20:00"", ""tue"": ""Closed"", ""wed"": ""11:30-14:00 17:30-20:00"", ""thu"": ""11:30-14:00 17:30-20:00"", ""fri"": ""11:30-14:00 17:30-20:00"", ""sat"": ""11:30-14:00 17:30-20:00""}",30.0
"{""open"": true, ""displayedHours"": ""10:30-19:30"", ""sun"": ""10:30-19:30"", ""mon"": ""Closed"", ""tue"": ""10:30-19:30"", ""wed"": ""10:30-19:30"", ""thu"": ""10:30-19:30"", ""fri"": ""10:30-19:30"", ""sat"": ""10:30-19:30""}",63.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""displayedHours"": ""Closed"", ""sun"": ""Closed"", ""mon"": ""07:30-15:00"", ""tue"": ""07:30-15:00"", ""wed"": ""Closed"", ""thu"": ""07:30-15:00"", ""fri"": ""07:30-15:00"", ""sat"": ""Closed""}",30.0
"{""open"": true, ""displayedHours"": ""10:00-20:00"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",80.0
"{""open"": true, ""displayedHours"": ""00:00-02:00 11:00-23:59"", ""sun"": ""00:00-02:00 11:00-23:59"", ""mon"": ""01:00-02:00 11:00-23:59"", ""tue"": ""00:00-02:00 11:00-23:59"", ""wed"": ""00:00-02:00 11:01-23:59"", ""thu"": ""00:00-02:00 11:00-23:59"", ""fri"": ""00:00-02:00 11:00-23:59"", ""sat"": ""00:00-02:00 11:00-23:59""}",118.85000000000001
"{""open"": true, ""displayedHours"": ""10:30-22:00"", ""sun"": ""10:30-21:00"", ""mon"": ""10:30-21:00"", ""tue"": ""10:30-21:00"", ""wed"": ""10:30-21:00"", ""thu"": ""10:30-21:00"", ""fri"": ""10:30-22:00"", ""sat"": ""10:30-22:00""}",87.0
"{""open"": true, ""displayedHours"": ""07:30-23:00"", ""sun"": ""07:30-23:00"", ""mon"": ""07:30-23:00"", ""tue"": ""07:30-23:00"", ""wed"": ""07:30-23:00"", ""thu"": ""07:30-23:00"", ""fri"": ""07:30-23:00"", ""sat"": ""07:30-23:00""}",124.0
"{""open"": true, ""displayedHours"": ""11:00-21:30"", ""sun"": ""11:00-21:30"", ""mon"": ""11:00-21:30"", ""tue"": ""11:00-21:30"", ""wed"": ""11:00-21:30"", ""thu"": ""11:00-21:30"", ""fri"": ""11:00-21:30"", ""sat"": ""11:00-21:30""}",84.0
"{""open"": true, ""displayedHours"": ""11:00-20:30"", ""sun"": ""11:00-20:30"", ""mon"": ""11:00-20:30"", ""tue"": ""11:00-20:30"", ""wed"": ""11:00-20:30"", ""thu"": ""11:00-20:30"", ""fri"": ""11:00-20:30"", ""sat"": ""11:00-20:30""}",76.0
"{""open"": true, ""displayedHours"": ""00:00-04:00 10:30-23:59"", ""sun"": ""00:00-04:00 10:30-23:59"", ""mon"": ""00:00-02:00 10:30-23:59"", ""tue"": ""00:00-02:00 10:30-23:59"", ""wed"": ""00:00-02:00 10:30-23:59"", ""thu"": ""00:00-02:00 10:30-23:59"", ""fri"": ""00:00-02:00 10:30-23:59"", ""sat"": ""00:00-04:00 10:30-23:59""}",129.86666666666667
"{""open"": true, ""displayedHours"": ""16:00-21:30"", ""sun"": ""16:00-21:30"", ""mon"": ""16:00-21:30"", ""tue"": ""16:00-21:30"", ""wed"": ""16:00-21:30"", ""thu"": ""16:00-21:30"", ""fri"": ""16:00-21:30"", ""sat"": ""16:00-21:30""}",44.0
"{""open"": true, ""displayedHours"": ""10:00-20:00"", ""sun"": ""10:00-20:00"", ""mon"": ""10:00-20:00"", ""tue"": ""10:00-20:00"", ""wed"": ""10:00-20:00"", ""thu"": ""10:00-20:00"", ""fri"": ""10:00-20:00"", ""sat"": ""10:00-20:00""}",80.0
